book,episode,plant_index,fact,plant_in_act,payoff_in_act,bridging_language,plant_landed,plant_keyword_hits,payoff_class,payoff_overlap,payoff_common_tokens,best_matching_sentence,arc_plan_path,spoken_script_path
ghost-wars,ghost-wars-episode-5,7,The embassy in Washington split by competing Afghan flags,4,7,"The embassy without a country was more than symbolism; it was a preview of Washington's deeper confusion about who Afghanistan belonged to, and who the enemy really was.",True,5/6,exact,0.75,9,"It was a preview of Washington’s deeper confusion about who Afghanistan belonged to, and who the enemy really was.",.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-5/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-5/spoken_script.json
ghost-wars,ghost-wars-episode-6,1,The Pakistani commando unit funded through Ziauddin is not just an anti-bin-Laden asset; it is also imagined as personal insurance for Nawaz Sharif.,1,4,"Remember that force the CIA was helping Ziauddin build, the one meant to catch bin Laden but also to protect Sharif? On the day Sharif needed it most, it vanished.",True,11/13,exact,0.833,10,"Remember that force the CIA was helping Ziauddin build, the one meant to catch bin Laden but also to protect Sharif?",.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_script.json
ghost-wars,ghost-wars-episode-6,2,Bin Laden became harder to track after reports exposed the U.S. satellite-phone intercepts.,1,6,"That early loss of easy access mattered more than it first seemed. Even after all the new agents, maps, and gear, the Americans were still chasing the shadow left behind when bin Laden went dark.",True,7/9,exact,0.632,12,"Even after all the new agents, maps, and gear, the Americans were still chasing the shadow left behind when bin Laden went dark.",.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_script.json
ghost-wars,ghost-wars-episode-6,3,"In the Oval Office, bin Laden is treated as only the third issue behind nuclear and economic concerns.",1,6,"Back in December, terrorism had come third. Two years later, the policy still carried that hierarchy inside it.",True,9/10,exact,0.545,6,"Two years later, the policy still carried that hierarchy inside it.",.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_script.json
ghost-wars,ghost-wars-episode-6,4,"Cofer Black insists on plain, restrictive ""Special English"" authorities for dealing with Massoud.",3,6,"All that careful Washington language lasted right up until Massoud's men were already on mules, carrying rockets toward Derunta.",True,9/10,exact,1.0,12,"All that careful Washington language lasted right up until Massoud’s men were already on mules, carrying rockets toward Derunta.",.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_script.json
ghost-wars,ghost-wars-episode-6,5,Massoud's core critique is that bin Laden is only one piece of a larger protection system.,4,6,"Massoud had warned them not to confuse the man with the system. By 2000, every dead end seemed to prove his point.",True,8/8,exact,0.5,5,Massoud had warned them not to confuse the man with the system.,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_script.json
ghost-wars,ghost-wars-episode-6,6,Khalid al-Mihdhar's passport showed a valid multiple-entry U.S. visa.,5,6,The visa was there in black and white. What the system never did was treat it like the emergency it was.,True,8/8,exact,0.625,5,What the system never did was treat it like the emergency it was.,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-6/spoken_script.json
ghost-wars,ghost-wars-episode-7,1,Berger's warning that 'the light at the end of the tunnel might just be another tunnel.',1,6,"Remember Berger's warning about another tunnel: by September 4, even apparent progress still opened into more delay.",True,5/6,exact,0.5,6,Remember Berger’s warning about another tunnel.,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_script.json
ghost-wars,ghost-wars-episode-7,2,"The image of Tarnak Farm as both target and shield: the mosque, the clinic, the family quarters, the laundry lines, the wooden swing.",2,6,"And remember what Tarnak looked like up close—not just a target, but a place with families in it. That was the fear haunting every lethal debate.",True,13/13,semantic,0.385,5,And remember what Tarnak looked like up close.,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_script.json
ghost-wars,ghost-wars-episode-7,3,"The 'Blue Sky memo' request for helicopters, cash, and a real presence with Massoud—and the Mi-17 that was then mothballed.",3,6,"The equipment they had once mothballed was now back on the table—helicopters, ammunition, trucks—only now it was September.",True,7/9,exact,1.0,9,"The equipment they had once mothballed was now back on the table, helicopters, ammunition, trucks, only now it was September.",.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_script.json
ghost-wars,ghost-wars-episode-7,4,Bush saying he was tired of 'swatting flies.',5,6,"Months after Bush said he wanted to stop swatting flies, Clarke was still writing that that was exactly what they were doing.",True,4/5,exact,1.0,11,"Months after Bush said he wanted to stop swatting flies, Clarke was still writing that that was exactly what they were doing.",.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_script.json
ghost-wars,ghost-wars-episode-7,5,Massoud's Strasbourg warning that terrorists would hit the United States and Europe 'very soon.',5,6,The man who had warned 'very soon' would not live to see how soon.,True,8/9,semantic,0.8,4,The man who had warned ‘very soon’ would not live to see how soon.,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_script.json
ghost-wars,ghost-wars-episode-7,6,"Khalid al-Mihdhar and Nawaf al-Hazmi were known from Kuala Lumpur, had U.S. visas, and had never been watch-listed.",5,6,"While officials debated Afghanistan in principle, two known al Qaeda men had already spent months in plain sight inside the country.",True,11/11,semantic,0.667,8,Two known al Qaeda men had already spent months in plain sight inside the country.,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/ghost-wars/ghost-wars-episode-7/spoken_script.json
god-s-shadow,god-s-shadow-episode-1,1,"The dynasty's saying: ""there are no ties of kinship between princes.""",2,3,Remember the Ottoman rule you heard in Amasya—that between princes there were no real bonds of kinship. Mehmet's death is where that principle stops sounding proverbial and starts spilling blood.,True,4/5,exact,0.5,9,Mehmet’s death is where that principle stops sounding proverbial and starts spilling blood.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_script.json
god-s-shadow,god-s-shadow-episode-1,2,Gülbahar was born a Christian in Albania before becoming mother to an Ottoman prince.,2,4,"The woman teaching Selim how to rule had herself crossed the empire's religious frontier; that matters in Trabzon, where Ottoman power depends on governing difference, not pretending it doesn't exist.",True,8/8,exact,0.526,10,"That matters in Trabzon, where Ottoman power depends on governing difference, not pretending it doesn’t exist.",.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_script.json
god-s-shadow,god-s-shadow-episode-1,3,"Ottoman control of trade routes and strategic choke points like Bursa, Constantinople, and the eastern Mediterranean.",2,5,"Those eastern routes the Ottomans sat astride are the pressure behind Columbus's westward logic: if wealth cannot be safely reached through the old sea, try another ocean.",True,12/12,exact,1.0,16,"Those eastern routes the Ottomans sat astride are the pressure behind Columbus’s westward logic: if wealth cannot be safely reached through the old sea, try another ocean.",.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_script.json
god-s-shadow,god-s-shadow-episode-1,4,"Matamoros means ""Moor-slayer.""",5,6,"That old Moor-slayer grammar doesn't stay in Iberia. In the Americas it mutates—Mataindios, new enemies spoken in old words.",True,3/4,exact,0.5,6,That old Moor-slayer grammar doesn’t stay in Iberia.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_script.json
god-s-shadow,god-s-shadow-episode-1,5,"The Ottoman ideal of the Circle of Justice: no troops without money, no money without prosperity, no prosperity without justice.",4,6,"Set the Circle of Justice beside the Requirement and the difference comes into focus: both empires wanted obedience, but they justified extraction in strikingly different moral languages.",True,7/7,exact,0.438,7,Set the Circle of Justice beside the Requirement and the difference comes into focus.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_script.json
god-s-shadow,god-s-shadow-episode-1,6,"Cem told the pope he would never help Christians against a Muslim empire, not even for rule over the whole world.",3,5,"Cem rejected the Christian fantasy of turning an Ottoman prince against Islam. Columbus, by contrast, sells rulers another version of the same dream: reach Asia, find allies, strike the Muslim world from a different direction.",True,12/12,weak,0.16,4,Back to a provincial Ottoman court where another prince was being raised in the same system.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-1/spoken_script.json
god-s-shadow,god-s-shadow-episode-2,1,"Spain feared sending Islam into a ""new Catholic world"" and tried to filter slaves through baptism and observation as ladinos.",2,3,"Remember what the Crown feared from the start: not just labor crossing the Atlantic, but Islam crossing with it.",True,10/12,exact,1.0,8,"Remember what the Crown feared from the start: not just labor crossing the Atlantic, but Islam crossing with it.",.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_script.json
god-s-shadow,god-s-shadow-episode-2,2,Bahoruco is introduced as terrain where Spanish power thins out and another world can take shape.,3,3,The mountains were not an escape hatch; they were the place where Spanish authority stopped being absolute.,True,8/10,exact,0.625,5,They were the place where Spanish authority stopped being absolute.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_script.json
god-s-shadow,god-s-shadow-episode-2,3,Bayezit II actively welcomed Jewish refugees in 1492 and made the Ottoman Empire imaginable as refuge.,4,7,This was the empire Selim inherited: one already strengthened by the very exiles Christian Europe had cast out.,True,10/10,exact,0.625,5,One already strengthened by the very exiles Christian Europe had cast out.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_script.json
god-s-shadow,god-s-shadow-episode-2,4,Trabzon appears first as a frontier city where coexistence is useful but fragile.,4,5,"And in that uneasy border city, Selim learned what rule looked like when danger was never theoretical.",True,7/8,exact,1.0,11,"And in that uneasy border city, Selim learned what rule looked like when danger was never theoretical.",.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_script.json
god-s-shadow,god-s-shadow-episode-2,5,"The Kızılbaş are marked by their bright red, twelve-point headgear.",5,6,Now that red headgear shows up inside the Ottoman family itself — on Ahmed's own son.,True,5/5,exact,1.0,7,"Now that red headgear shows up inside the Ottoman family itself, on Ahmed's own son.",.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_script.json
god-s-shadow,god-s-shadow-episode-2,6,"Selim won devotion by letting his fighters keep more of the Georgian spoils, even surrendering the commander's fifth.",5,7,The loyalty he bought on the frontier is the loyalty that will carry him back toward Istanbul.,True,9/11,semantic,1.0,7,The loyalty Selim bought on the frontier is the loyalty that will carry him back toward Istanbul.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_script.json
god-s-shadow,god-s-shadow-episode-2,7,"Kefe looked remote, but it was actually a workable launch point toward the capital.",6,7,"The province that seemed like exile was, in practice, a bridgehead.",True,7/9,exact,1.0,6,"The province that seemed like exile was, in practice, a bridgehead.",.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-2/spoken_script.json
god-s-shadow,god-s-shadow-episode-3,1,Diyarbakir as the city Selim demands before war with Ismail,1,3,Remember the city Selim demanded before Chaldiran—Diyarbakir was not just a border prize. It was the door to Syria.,True,4/5,semantic,0.5,5,"And remember the city Selim had demanded before the war, Diyarbakir.",.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_script.json
god-s-shadow,god-s-shadow-episode-3,2,Khayr Bey’s dazzlement in Istanbul and secret correspondence with the Ottomans,3,4,That awestruck envoy from Istanbul is now inside the Mamluk command tent—and a whisper from him is about to do what cavalry cannot.,True,4/7,semantic,0.636,7,That awestruck envoy from Istanbul was now inside the Mamluk command tent.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_script.json
god-s-shadow,god-s-shadow-episode-3,3,The Ottoman gun-and-cannon system at Chaldiran and horses panicking under fire,1,4,The lesson of Chaldiran returns on the Syrian plain: the horses hear the guns before the men admit the battle is lost.,True,6/7,semantic,0.364,4,The horses heard the guns before the men admitted the battle was lost.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_script.json
god-s-shadow,god-s-shadow-episode-3,4,The fatwas that declared Shiites unbelievers,1,7,Remember the ruling that made fellow Muslims killable. That logic does not end in 1514.,True,4/4,exact,0.857,6,Remember the ruling that had made fellow Muslims killable.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_script.json
god-s-shadow,god-s-shadow-episode-3,5,Selim holding back from deeper pursuit after Chaldiran,1,6,"The unfinished business of Tabriz is still with him. Even after Cairo, Selim keeps looking back east.",True,5/6,semantic,0.6,6,"Even after Cairo, Selim kept looking back east.",.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_script.json
god-s-shadow,god-s-shadow-episode-3,6,"Piri Reis’s first map, the half Selim tears away and the half he keeps",5,6,Three years earlier he tore the world in half. Now he is having the names on that world rewritten.,True,5/8,semantic,0.667,6,Three years earlier he tore the world in half.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_script.json
god-s-shadow,god-s-shadow-episode-3,7,Selim promising his men the holy cities before the Mamluk campaign,3,5,The cities he offered as reward to his soldiers are now the basis of a claim to lead all Sunni Islam.,True,6/6,weak,0.222,2,Now those cities were not only reward or conquest.,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/god-s-shadow/god-s-shadow-episode-3/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-1,1,"Strachey's 1888 verdict that India was ""not a nation at all""",2,6,"Remember Strachey's confidence that India was only a label. Decades later, the outline on the map is still there.",True,4/4,exact,0.625,5,Remember Strachey's confidence that India was only a label.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-1,2,"Gandhi's warning that freedom came not to Congress, but to India",1,6,"Gandhi had warned that freedom belonged to India, not to one party — and that wider claim is what the republic now has to prove.",True,6/6,semantic,0.6,6,"Gandhi had warned that freedom belonged to India, not to one party.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-1,3,Mountbatten's decision to advance British departure to mid-August,3,4,"That shortened clock matters now, because Punjab is about to be divided in the time it takes to stage a ceremony.",True,5/6,semantic,1.0,11,"That shortened clock matters now, because Punjab was about to be divided in the time it takes to stage a ceremony.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-1,4,"Radcliffe had the Punjab award ready on 9 August, but it was withheld until after independence",4,4,And remember the line already sitting in Radcliffe's hands — delayed just long enough for rumor to do its work.,True,7/8,exact,0.5,5,And remember the line already sitting in Radcliffe's hands.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-1,5,"Gandhi's warning to the RSS that if India were only for Hindus, they would kill Hinduism itself",5,6,"His warning had been explicit: make India a Hindu state, and something larger than Muslims would be destroyed.",True,7/7,exact,1.0,10,"His warning had been explicit: make India a Hindu state, and something larger than Muslims would be destroyed.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-1,6,The withheld 550 million rupees owed to Pakistan,5,6,One of the acts that most enraged Gandhi's enemies was also the one he thought necessary to keep India's moral word.,True,3/5,exact,1.0,10,One of the acts that most enraged Gandhi's enemies was also the one he thought necessary to keep India's moral word.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-1,7,Rajpath and later Jantar Mantar as the symbolic center where every grievance comes to be seen,2,6,That is why the tents on Rajpath matter — they are what conflict looks like when it stays inside the republic.,True,9/10,exact,0.667,6,They are what conflict looks like when it stays inside the republic.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-1/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-10,1,"Golwalkar's need for a symbol that could unify Hindus across caste, region, language, and sect",2,4,Remember the problem the RSS had in the 1950s: how do you make Hindu unity travel? Ayodhya turned out to be the answer the cow never quite was.,True,7/9,semantic,0.583,7,Remember the problem the Rashtriya Swayamsevak Sangh had in the 1950s: how do you make Hindu unity travel?,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-10,2,"On 6 December, central forces were available nearby, but they were not moved into Ayodhya",1,5,"And the pattern was now familiar: as in Ayodhya, the men to stop the violence existed; what failed was the will to use them.",True,7/7,exact,0.75,6,"And the pattern was now familiar: as in Ayodhya, the men to stop the violence existed.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-10,3,The charge of 'pseudo-secularism' sharpened during the Ayodhya mobilization and after Shah Bano,2,4,The accusation that Congress was only 'pseudo-secular' had already shifted the ground so far that even its opponents now had to answer on Hindutva's terms.,True,6/8,semantic,0.818,9,The accusation that Congress was only pseudo-secular had already shifted the ground so far that even its opponents now had to answer on Hindutva's terms.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-10,4,"The anonymous 1958 essay predicting caste, communal, and regional caucuses after Nehru",6,8,"The unknown writer from 1958 would have recognized this republic instantly: fragmented, transactional, and increasingly organized around group claims.",True,7/8,exact,0.545,6,"Fragmented, transactional, and increasingly organized around group claims.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-10,5,"Kashmir had narrowed until, as the chapter puts it, only the army and the jihadi network remained",5,7,"Which is what made the next turn so surprising: out of that world of mosques and camps came voter rolls, ballots, and then buses.",True,6/9,exact,0.615,8,"Out of that world of mosques and camps came voter rolls, ballots, and then buses.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-10,6,P. V. Narasimha Rao appears first as a cautious leader hoping Ayodhya can be resolved by negotiation,3,9,"The same quiet Rao who hesitated disastrously over Ayodhya would, months earlier in another crisis, gamble far more boldly on the economy.",True,8/9,semantic,0.833,10,"The same quiet Rao who hesitated disastrously over Ayodhya would, in another crisis, gamble far more boldly on the economy.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-10,7,Ambedkar's warning against extra-constitutional agitation and hero-worship,6,8,"Remember Ambedkar's two warnings: don't take politics into the street when institutions exist, and don't surrender judgment to great men. By now, both had been violated almost everywhere.",True,7/8,semantic,0.733,11,"Remember Ambedkar's two warnings: do not take politics into the street when institutions exist, and do not surrender judgment to great men.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-10/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-2,1,Patel's request for a full basket of apples,1,4,Most of Patel's apples were in the basket by now. One still teetered on the rim: Kashmir.,True,5/5,exact,0.6,3,Most of Patel’s apples were in the basket by now.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-2,2,"The Instrument of Accession surrendered only defence, foreign affairs, and communications",1,4,The same narrow legal instrument used to gather the princes would now become the key that let troops fly into Srinagar.,True,6/7,semantic,1.0,10,The same narrow legal instrument used to gather the princes would later become the key that let troops fly into Srinagar.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-2,3,Junagadh looked like a bargaining counter in relation to Jammu and Kashmir,2,5,"Remember Junagadh, the bizarre coastal accession Pakistan accepted. Kashmir was the other side of that wager.",True,8/8,exact,0.636,7,"Remember Junagadh, the bizarre coastal accession Pakistan accepted.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-2,4,Hari Singh's deputy says Kashmir wants to be the Switzerland of the East unless one dominion uses force,4,4,"He had said only force would change their minds. Within days, force arrived in lorries.",True,9/12,exact,0.625,5,"Within days, force arrived in lorries.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-2,5,Sheikh Abdullah is the most popular mass leader in Kashmir and wants power transferred to the people,4,5,The man the maharaja had jailed was now the man India needed if accession was to mean more than a royal signature.,True,8/10,exact,1.0,8,The man the maharaja had jailed was now the man India needed if accession was to mean more than a royal signature.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-2,6,"V. P. Menon, the clerk-turned-constitutional fixer, travels relentlessly from state to state",1,4,The same troubleshooter who had been stitching princes into India was now flying through a war zone to wake a maharaja in Jammu.,True,5/8,exact,1.0,10,The same troubleshooter who had been stitching princes into India was now flying through a war zone to wake a maharaja in Jammu.,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-2,7,"Refugees at Kurukshetra plead, give us land, and we will cultivate it",6,7,"That plea for land, work, and dignity is what the republic had to answer if it wanted survivors to become citizens.",True,5/6,exact,1.0,10,"That plea for land, work, and dignity is what the republic had to answer if it wanted survivors to become citizens.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-2/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-3,1,"The Constitution chose the individual, not the village, as its basic unit",2,5,"Remember the choice made in the Assembly—that India would count persons, not old corporate communities. Now watch it happen at the polling booth.",True,6/6,exact,0.692,9,"Remember the choice made in the Assembly, that India would count persons, not old corporate communities.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-3/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-3,2,Ambedkar's warning that extra-constitutional mass methods were the 'grammar of anarchy',3,5,This was the test of whether protest politics could yield to constitutional politics—whether the grammar of anarchy would give way to the grammar of the ballot.,True,5/8,exact,1.0,10,"This was the test of whether protest politics could yield to constitutional politics, whether the grammar of anarchy would give way to the grammar of the ballot.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-3/spoken_script.json
india-after-gandhi,india-after-gandhi-episode-3,3,Hindi versus Hindustani versus English was never just a language fight; it was a fight over who the nation spoke to,3,5,"The argument over India's voice now returns in Nehru's campaign, as he carries the republic in speech from one crowd to the next.",True,8/9,semantic,0.636,7,"The argument over India's voice now returned in practice, not theory, as Nehru carried the republic in speech from one crowd to the next.",.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-3/spoken_delivery_arc_plan.json,.podcast_agent/runs/final/india-after-gandhi/india-after-gandhi-episode-3/spoken_script.json
